r,g,b,lang_code,human_raw,human_norm
255,0,90,en,red,red
255,0,200,en,pink,pink
255,67,0,en,orange,orange
235,255,0,en,yellow,yellow
255,0,111,en,hot pink,hot pink
116,255,0,en,green,green
255,141,0,en,orange,orange
150,0,255,en,purple,purple
191,255,0,en,green,green
43,0,255,en,blue,blue
166,0,255,en,purple,purple
255,93,0,en,orange,orange
255,172,0,en,orange,orange
255,188,0,en,orange,orange
255,0,27,en,red,red
184,255,0,en,green,green
229,0,255,en,purple,purple
255,0,204,en,magenta,magenta
91,255,0,en,forest green,forest green
255,67,0,en,orange,orange
255,0,158,en,magenta,magenta
44,0,255,en,royal blue,royal blue
255,128,0,en,orange,orange
149,255,0,en,green,green
255,164,0,en,orange,orange
255,209,0,en,yellow,yellow
241,255,0,en,yellow,yellow
255,115,0,en,orange,orange
130,0,255,en,purple,purple
255,0,33,en,red,red
254,0,255,en,indigo,indigo
255,0,91,en,pink red,pink red
255,0,227,en,purple,purple
255,0,56,en,red,red
217,0,255,en,purple,purple
255,239,0,en,yellow,yellow
196,255,0,en,yellow,yellow
255,0,120,en,magenta,magenta
255,0,28,en,red,red
21,0,255,en,cobalt,cobalt
255,0,180,en,fuschia,fuschia
215,255,0,en,mucus green,mucus green
255,0,74,en,pink red,pink red
255,0,173,en,hot pink,hot pink
255,0,220,en,fuschia,fuschia
255,0,104,en,pink red,pink red
255,172,0,en,warm yellow,warm yellow
92,0,255,en,bluish purple,bluish purple
255,108,0,en,orange,orange
139,255,0,en,lime green,lime
238,0,255,en,flat fuschia,flat fuschia
255,205,0,en,light mustard,light mustard
255,29,0,en,red orange,red orange
255,220,0,en,matte yellow,matte yellow
91,255,0,en,neon green,neon green
255,0,139,en,hot pink,hot pink
255,141,0,en,muted orange,muted orange
189,0,255,en,medium purple,medium purple
255,24,0,en,red,red
255,160,0,en,orange,orange
255,0,217,en,pink,pink
255,150,0,en,orane,orane
255,0,57,en,red,red
124,0,255,en,purple,purple
255,0,98,en,red,red
255,0,148,en,pink,pink
255,0,112,en,reddish pink,reddish pink
255,0,197,en,pink,pink
243,255,0,en,yellow,yellow
255,219,0,en,gold,gold
255,0,18,en,red,red
134,255,0,en,bright green,bright green
255,206,0,en,orange,orange
255,0,97,en,magenta,magenta
255,195,0,en,dark yellow,dark yellow
58,255,0,en,green,green
162,255,0,en,light green,light green
255,60,0,en,orange,orange
255,0,155,en,pink,pink
239,255,0,en,lemon yellow,lemon yellow
255,229,0,en,yellow,yellow
253,255,0,en,yellow,yellow
161,255,0,en,yellow green,yellow green
255,0,92,en,pink,pink
255,0,201,en,puschia pink,puschia pink
196,0,255,en,violet,violet
120,255,0,en,yellow green,yellow green
115,0,255,en,violet,violet
255,171,0,en,brown,brown
255,0,31,en,red,red
255,210,0,en,yellow orange,yellow orange
255,0,152,en,dark pink,dark pink
255,125,0,en,orange,orange
255,0,49,en,light red,light red
71,255,0,en,green,green
255,0,209,en,magenta,magenta
232,0,255,en,purple,purple
255,0,115,en,red,red
255,251,0,en,yellow,yellow
255,0,242,en,purple,purple
65,0,255,en,dark blue,dark blue
255,111,0,en,orange,orange
255,0,43,en,red,red
255,80,0,en,red,red
255,143,0,en,orange,orange
168,0,255,en,purple,purple
165,255,0,en,green,green
255,0,101,en,red,red
255,180,0,en,gold,gold
255,217,0,en,gold,gold
223,255,0,en,yellow green,yellow green
255,0,54,en,red,red
255,0,173,en,purple,purple
113,0,255,en,purple,purple
255,201,0,en,gold,gold
255,141,0,en,orange,orange
246,0,255,en,fuscia,fuscia
164,255,0,en,lime green,lime
255,0,217,en,fuscia,fuscia
255,0,42,en,red,red
255,224,0,en,yellow,yellow
255,159,0,en,orange,orange
203,255,0,en,green,green
255,100,0,en,orange,orange
110,0,255,en,navy blue,navy
255,0,184,en,fuscia,fuscia
255,21,0,en,red,red
255,0,93,en,pink,pink
76,0,255,en,royal blue,royal blue
130,255,0,en,green,green
201,0,255,en,violet,violet
255,0,116,en,pink,pink
255,0,170,en,fuscia,fuscia
236,255,0,en,yellow,yellow
255,183,0,en,mustard,mustard
74,0,255,en,purple,purple
255,0,147,en,hot pink,hot pink
255,0,101,en,dark pink,dark pink
66,255,0,en,limegreen,lime
255,201,0,en,yellow/orange,yelloworange
255,83,0,en,orange,orange
255,129,0,en,orange,orange
255,98,0,en,dark orange,dark orange
255,0,10,en,red,red
255,162,0,en,light orange,light orange
255,252,0,en,yellow,yellow
255,0,37,en,red,red
255,0,73,en,berries,berries
255,160,0,en,orange,orange
194,0,255,en,bright purple,bright purple
255,4,0,en,red pepper,red pepper
255,183,0,en,yellow orange/ butternut,yellow orange butternut
255,0,96,en,red,red
255,0,236,en,light purple,light purple
255,0,146,en,magenta,magenta
255,0,76,en,red,red
255,0,252,en,light purple,light purple
184,0,255,en,purple,purple
255,0,226,en,fusia,fusia
255,0,95,en,berry,berry
220,0,255,en,neon purple,neon purple
255,0,162,en,pink lipstick,pink lipstick
255,0,128,en,magenta,magenta
255,124,0,en,organe,organe
255,255,0,en,highlight yellow,highlight yellow
255,0,142,en,hot pink,hot pink
174,255,0,en,yellow green,yellow green
255,0,240,en,pink,pink
190,0,255,en,light purple,light purple
221,0,255,en,pink purple,pink purple
255,0,176,en,dark pink,dark pink
255,0,36,en,red,red
255,234,0,en,yellow,yellow
255,52,0,en,scarlett,scarlett
255,208,0,en,golden rod,golden rod
105,255,0,en,lime,lime
255,0,177,en,pink,pink
222,255,0,en,yellow green,yellow green
145,0,255,en,purple,purple
255,0,113,en,magenta,magenta
161,255,0,en,light green,light green
255,0,57,en,pink red,pink red
112,0,255,en,pruple,pruple
255,216,0,en,yellow orange,yellow orange
210,255,0,en,yellow green,yellow green
255,78,0,en,red orange,red orange
255,162,0,en,orange,orange
255,233,0,en,yellow,yellow
255,126,0,en,orange,orange
126,0,255,en,purple,purple
255,0,180,en,hot pink,hot pink
224,255,0,en,yellow green,yellow green
255,252,0,en,sunshine,sunshine
255,104,0,en,burnt orange,burnt orange
255,0,89,en,pink,pink
255,73,0,en,orange,orange
255,0,64,en,red,red
255,0,226,en,magenta,magenta
255,119,0,en,burnt orange,burnt orange
93,255,0,en,neon green,neon green
255,254,0,en,yellow,yellow
150,0,255,en,purple,purple
255,0,192,en,magenta,magenta
255,0,160,en,pinkblue,pinkblue
215,0,255,en,purple,purple
255,234,0,en,yellow,yellow
255,186,0,en,yelloworange,yelloworange
246,0,255,en,magenta,magenta
255,129,0,en,orange,orange
255,0,6,en,red,red
54,0,255,en,blue,blue
255,0,129,en,pink,pink
255,170,0,en,orange,orange
216,255,0,en,lime green,lime
159,255,0,en,green,green
120,0,255,en,purple,purple
186,255,0,en,green,green
255,0,181,en,pink,pink
236,255,0,en,yellow,yellow
255,0,170,en,pink,pink
255,0,90,en,red,red
236,255,0,en,yellow,yellow
102,0,255,en,purple,purple
230,255,0,en,yellow,yellow
171,0,255,en,purple,purple
255,165,0,en,orange,orange
255,0,75,en,red,red
255,0,230,en,pink,pink
255,28,0,en,red,red
131,255,0,en,green,green
255,93,0,en,orange,orange
255,194,0,en,yellow,yellow
255,0,255,en,purple,purple
255,0,111,en,hotpink,hotpink
255,0,169,en,pink,pink
174,255,0,en,lime,lime
255,0,34,en,red,red
255,120,0,en,orange,orange
255,224,0,en,yellow,yellow
255,0,206,en,pink,pink
255,0,124,en,pink,pink
255,175,0,en,orange,orange
111,255,0,en,lime green,lime
255,221,0,en,yellow,yellow
255,137,0,en,dark orange,dark orange
255,191,0,en,orange,orange
255,0,119,en,pink,pink
255,0,187,en,magenta,magenta
144,0,255,en,purple,purple
255,0,54,en,red,red
165,255,0,en,neon green,neon green
195,0,255,en,royal purple,royal purple
214,255,0,en,mustard yellow,mustard
255,0,46,en,red,red
255,0,165,en,hot pink,hot pink
255,0,210,en,magenta,magenta
255,106,0,en,orange,orange
73,0,255,en,royal blue,royal blue
252,0,255,en,fucia,fucia
255,69,0,en,red orange,red orange
255,0,110,en,pinkish,pinkish
235,255,0,en,yellow,yellow
255,78,0,en,dark orange,dark orange
32,0,255,en,royal blue,royal blue
255,0,19,en,red,red
255,133,0,en,orange,orange
255,0,254,en,magenta,magenta
255,161,0,en,orange,orange
212,255,0,en,faded yellow,faded yellow
255,0,86,en,coral,coral
218,0,255,en,royal purple,royal purple
255,204,0,en,light orange,light orange
255,0,159,en,pink,pink
255,94,0,en,red orange,red orange
255,241,0,en,yellow orange,yellow orange
255,0,222,en,neon pink,neon pink
255,0,176,en,pink,pink
255,253,0,en,flat yellow,flat yellow
109,255,0,en,grass green,grass green
255,0,65,en,red,red
255,0,140,en,hot pink,hot pink
153,0,255,en,royal purple,royal purple
150,255,0,en,light green,light green
255,0,154,en,fushia,fushia
255,226,0,en,sunny,sunny
179,255,0,en,lime green,lime
187,255,0,en,yellow green,yellow green
255,21,0,en,crimson,crimson
255,212,0,en,warm yellow,warm yellow
255,76,0,en,red,red
136,0,255,en,purple,purple
238,255,0,en,yellow,yellow
230,0,255,en,magenta,magenta
255,0,183,en,pink,pink
255,200,0,en,yellow,yellow
255,0,57,en,red,red
255,234,0,en,yellow,yellow
221,255,0,en,yellow,yellow
255,118,0,en,orange,orange
215,0,255,en,purple,purple
255,0,34,en,red,red
255,150,0,en,orange,orange
138,255,0,en,green,green
255,170,0,en,orange,orange
50,255,0,en,green,green
255,0,101,en,red,red
255,0,164,en,pink,pink
255,0,114,en,pink,pink
255,0,221,en,pink,pink
255,0,63,en,red,red
255,0,101,en,pink,pink
255,59,0,en,orange,orange
255,242,0,en,yellow,yellow
31,0,255,en,blue,blue
194,0,255,en,purple,purple
255,0,224,en,purple,purple
255,141,0,en,orange,orange
207,255,0,en,yellow,yellow
243,0,255,en,purple,purple
255,0,46,en,red,red
255,0,118,en,pink,pink
115,255,0,en,green,green
183,255,0,en,yellow,yellow
255,189,0,en,orange,orange
255,0,208,en,pink,pink
255,158,0,en,orange,orange
134,0,255,en,violet,violet
255,244,0,en,yellow,yellow
255,107,0,en,orange,orange
255,0,174,en,pink,pink
255,247,0,en,yellow,yellow
255,196,0,en,orange,orange
255,0,206,en,hot pink,hot pink
255,21,0,en,red,red
255,0,238,en,fushia,fushia
152,0,255,en,purple,purple
202,255,0,en,mustard yellow,mustard
194,255,0,en,lime green,lime
255,109,0,en,red orange,red orange
168,255,0,en,lime green,lime
255,205,0,en,yellow orange,yellow orange
255,0,101,en,red pink,red pink
67,0,255,en,blue,blue
233,255,0,en,yellown,yellown
255,0,132,en,pink,pink
255,0,47,en,red,red
255,75,0,en,red orange,red orange
255,176,0,en,yellow orange,yellow orange
192,0,255,en,purple,purple
255,140,0,en,orange,orange
99,255,0,en,lime green,lime
97,0,255,en,indigo,indigo
255,0,61,en,red pink,red pink
255,237,0,en,yellow,yellow
255,0,165,en,magenta,magenta
255,0,200,en,pink,pink
255,0,229,en,pink purple,pink purple
193,0,255,en,purple,purple
255,0,177,en,magenta,magenta
224,255,0,en,lime green,lime
255,0,236,en,pinkish purple,pinkish purple
255,188,0,en,sunflower yellow,sunflower yellow
255,156,0,en,burnt yellow,burnt yellow
255,138,0,en,orange,orange
131,0,255,en,sharp purple,sharp purple
255,3,0,en,flame red,flame red
255,246,0,en,yellow,yellow
255,0,146,en,hot pink,hot pink
255,0,25,en,red!,red
255,97,0,en,hot cheeto red,hot cheeto red
255,0,66,en,lipstick red,lipstick red
255,0,131,en,deep pink,deep pink
55,255,0,en,brighter green,brighter green
255,0,84,en,desaturated red,desaturated red
239,0,255,en,immature purple,immature purple
155,255,0,en,grass green,grass green
255,240,0,en,sunglass yellow,sunglass yellow
255,0,44,en,red,red
9,255,0,en,green,green
159,0,255,en,purple,purple
255,0,70,en,red,red
255,234,0,en,yellow,yellow
255,163,0,en,orange,orange
135,255,0,en,green,green
255,0,129,en,pink,pink
255,150,0,en,orange,orange
214,0,255,en,purple,purple
231,255,0,en,yellow,yellow
255,64,0,en,red,red
255,212,0,en,yellow,yellow
255,0,84,en,red,red
255,0,199,en,pink,pink
229,255,0,en,yellow,yellow
235,0,255,en,purple,purple
46,255,0,en,green,green
255,0,214,en,pink,pink
255,100,0,en,orange,orange
255,0,163,en,pink,pink
253,0,255,en,fuscia,fuscia
232,255,0,en,yellow,yellow
255,137,0,en,orange,orange
191,0,255,en,violet,violet
255,204,0,en,yellow,yellow
255,170,0,en,gold,gold
255,0,28,en,red,red
190,255,0,en,green yellow,green yellow
255,96,0,en,burnt orange,burnt orange
255,0,197,en,pink,pink
100,255,0,en,green apple,green apple
184,255,0,en,yellow,yellow
255,0,148,en,pink,pink
255,0,99,en,hot pink,hot pink
255,81,0,en,burnt orange,burnt orange
255,238,0,en,yellow,yellow
150,0,255,en,purple,purple
255,0,72,en,pink,pink
255,0,231,en,pink,pink
255,0,131,en,pink,pink
255,59,0,en,burnt orange,burnt orange
255,95,0,en,orange,orange
255,0,129,en,fushia,fushia
241,0,255,en,purple,purple
255,0,80,en,dark pink,dark pink
255,213,0,en,dark yellow,dark yellow
255,0,16,en,red,red
199,255,0,en,lime green,lime
180,255,0,en,lime green,lime
86,255,0,en,green,green
236,255,0,en,yellow,yellow
255,159,0,en,orange,orange
135,0,255,en,purple,purple
255,0,192,en,pink,pink
255,0,211,en,fushia,fushia
255,187,0,en,yellow,yellow
255,0,168,en,dark pink,dark pink
215,0,255,en,purple,purple
65,0,255,en,dark blue,dark blue
255,143,0,en,orange,orange
255,0,94,en,brick red,brick red
48,255,0,en,lime green,lime
152,0,255,en,purple,purple
255,0,149,en,pink,pink
255,0,47,en,red,red
255,0,136,en,pink,pink
255,48,0,en,red,red
44,0,255,en,blue,blue
255,0,75,en,red,red
100,0,255,en,blue,blue
183,0,255,en,purple,purple
255,0,127,en,pink,pink
255,0,88,en,red,red
216,255,0,en,green,green
82,0,255,en,blue,blue
73,255,0,en,green,green
255,163,0,en,orange,orange
255,0,146,en,pink,pink
255,0,252,en,purple,purple
255,0,32,en,red,red
255,150,0,en,orange,orange
255,0,215,en,pink,pink
255,195,0,en,yellow,yellow
144,255,0,en,green,green
255,219,0,en,yellow,yellow
255,92,0,en,orange,orange
253,255,0,en,yellow,yellow
255,0,50,en,red,red
255,62,0,en,red,red
255,0,187,en,purple,purple
255,62,0,en,red,red
255,0,199,en,fuschia,fuschia
123,255,0,en,lime green,lime
255,241,0,en,yellow,yellow
255,0,227,en,fuschia,fuschia
123,0,255,en,purple,purple
255,113,0,en,burnt orange,burnt orange
255,0,68,en,ruby,ruby
242,255,0,en,yellow,yellow
255,0,45,en,dark pink,dark pink
255,171,0,en,mustard,mustard
78,0,255,en,blue,blue
255,145,0,en,orange,orange
255,190,0,en,mustard,mustard
198,255,0,en,parrot green,parrot green
255,0,89,en,ruby,ruby
222,0,255,en,violet,violet
217,0,255,en,violet,violet
255,0,114,en,pink,pink
149,255,0,en,parrot green,parrot green
255,0,153,en,fuschia,fuschia
255,164,0,en,orange,orange
255,0,115,en,hot pink,hot pink
255,230,0,en,yellow,yellow
65,255,0,en,green,green
255,0,192,en,pink,pink
255,0,93,en,hot oink,hot oink
255,211,0,en,dark yellow,dark yellow
255,156,0,en,orange,orange
185,255,0,en,lime,lime
195,0,255,en,purple,purple
255,220,0,en,yellow,yellow
255,253,0,en,yellow,yellow
255,0,190,en,magenta,magenta
255,0,134,en,pink,pink
255,95,0,en,dark orange,dark orange
255,2,0,en,red,red
136,0,255,en,purple,purple
255,0,28,en,red,red
255,210,0,en,yellow,yellow
255,0,66,en,pinkish red,pinkish red
59,0,255,en,indigo,indigo
255,0,234,en,fuscia,fuscia
255,130,0,en,orange,orange
89,255,0,en,lime,lime
255,0,251,en,magenta,magenta
255,0,174,en,pink,pink
255,0,105,en,pink,pink
215,255,0,en,yellow green,yellow green
255,175,0,en,orange,orange
255,232,0,en,yellow,yellow
255,0,36,en,red,red
71,255,0,en,green,green
255,211,0,en,curry yellow,curry yellow
255,163,0,en,orange,orange
255,0,255,en,pink purpel,pink purpel
132,0,255,en,purpel,purpel
255,0,133,en,pink,pink
255,142,0,en,orange,orange
40,0,255,en,dark blue,dark blue
255,0,102,en,red,red
255,0,223,en,purple,purple
255,0,157,en,pink,pink
255,116,0,en,orange,orange
201,0,255,en,purple,purple
215,255,0,en,yellow,yellow
239,255,0,en,yellow,yellow
193,0,255,en,purpel,purpel
255,0,76,en,light red,light red
255,17,0,en,red,red
155,255,0,en,lime green,lime
255,0,81,en,dark pink,dark pink
163,0,255,en,purple,purple
255,26,0,en,red,red
255,149,0,en,orange,orange
165,255,0,en,lime green,lime
255,0,131,en,pink,pink
255,0,201,en,purple,purple
255,0,77,en,red,red
252,0,255,en,purple,purple
255,0,15,en,tomato red,tomato
255,0,66,en,red pink,red pink
255,0,222,en,fushia,fushia
255,2,0,en,red,red
255,139,0,en,orange,orange
255,0,186,en,magenta,magenta
249,255,0,en,yellow,yellow
255,0,128,en,dark pink,dark pink
184,255,0,en,green yellow,green yellow
198,255,0,en,yellow green,yellow green
159,0,255,en,puple,puple
255,0,162,en,pink,pink
117,255,0,en,green,green
255,193,0,en,yellow,yellow
255,103,0,en,orange,orange
255,0,250,en,puple pink,puple pink
255,0,80,en,red pink,red pink
193,0,255,en,purple,purple
255,238,0,en,light yellow,light yellow
255,181,0,en,orange,orange
255,177,0,en,orange,orange
255,0,58,en,red,red
255,89,0,en,red orange,red orange
255,205,0,en,yellow orange,yellow orange
211,0,255,en,purple,purple
255,0,188,en,red pink,red pink
255,234,0,en,yellow,yellow
185,255,0,en,pea green,pea green
255,50,0,en,red,red
255,0,7,en,red,red
255,0,247,en,bright pink,bright pink
255,0,82,en,pick red,pick red
206,255,0,en,pea green,pea green
255,131,0,en,orange,orange
255,0,229,en,dark pink,dark pink
82,255,0,en,pea green,pea green
255,0,172,en,dark pink,dark pink
245,255,0,en,yellow,yellow
255,0,115,en,red pink,red pink
153,0,255,en,dark purple,dark purple
255,0,254,en,magenta,magenta
255,132,0,en,orange,orange
255,0,106,en,fuchsia pink,fuchsia pink
53,255,0,en,green,green
174,0,255,en,purple,purple
255,0,214,en,magenta,magenta
253,255,0,en,yellow,yellow
255,0,76,en,raspberry pink,raspberry pink
255,222,0,en,dark yellow,dark yellow
255,100,0,en,orange,orange
126,0,255,en,purple,purple
255,0,209,en,magenta,magenta
255,74,0,en,orange,orange
152,255,0,en,lime green,lime
208,255,0,en,yellow green,yellow green
255,0,160,en,magenta,magenta
255,195,0,en,yellow orange,yellow orange
255,0,27,en,red,red
255,176,0,en,darker yellow orange,darker yellow orange
255,0,113,en,pink,pink
30,0,255,en,deep blue,deep blue
255,228,0,en,yellow,yellow
255,0,184,en,fuschia,fuschia
255,197,0,en,yellow orange,yellow orange
149,255,0,en,light green,light green
255,0,86,en,hot pink,hot pink
255,0,162,en,pink,pink
239,0,255,en,magenta,magenta
176,0,255,en,purple,purple
255,133,0,en,orange,orange
255,0,122,en,hot pink,hot pink
255,0,3,en,red,red
255,153,0,en,orange,orange
208,255,0,en,yellow green,yellow green
255,0,199,en,fuscia,fuscia
91,0,255,en,purple,purple
255,0,97,en,red,red
255,141,0,en,orange,orange
199,255,0,en,lime green,lime
255,0,21,en,red,red
242,255,0,en,yellow,yellow
255,118,0,en,orange,orange
